-650, -687, 0
-650, -687, 0
-628, -687, 0
-605, -687, 0
-582, -687, 0
-559, -687, 0
-536, -687, 0
-513, -687, 0
-490, -687, 0
-467, -687, 0
-444, -687, 0
-422, -687, 0
-399, -687, 0
-376, -687, 0
-353, -687, 0
-330, -687, 0
-307, -687, 0
-284, -687, 0
-261, -687, 0
-238, -687, 0
-215, -687, 1
-193, -687, 1
-170, -687, 1
-147, -687, 1
-124, -687, 1
-101, -687, 1
-78, -687, 1
-55, -687, 1
-32, -687, 1
-9, -687, 1
14, -687, 1
36, -687, 1
50, -687, 1
650, -715, 1
-627, -715, 1
-603, -715, 1
-579, -715, 1
-555, -715, 1
-531, -715, 1
-507, -715, 1
-484, -715, 0
-460, -715, 0
-436, -715, 0
-412, -715, 0
-388, -715, 0
-364, -715, 0
-341, -715, 0
-317, -715, 0
-293, -715, 0
-269, -715, 0
-245, -715, 0
-221, -715, 0
-198, -715, 0
-174, -715, 0
-150, -715, 0
-126, -715, 1
-102, -715, 1
-78, -715, 1
-55, -715, 1
-31, -715, 1
-7, -715, 1
17, -715, 1
41, -715, 1
50, -715, 1
650, -564, 1
-632, -564, 1
-613, -564, 1
-594, -564, 1
-575, -564, 1
-557, -564, 1
-538, -564, 1
-519, -564, 1
-500, -564, 0
-481, -564, 0
-463, -564, 0
-444, -564, 0
-425, -564, 0
-406, -564, 0
-387, -564, 0
-369, -564, 0
-350, -564, 0
-331, -564, 0
-312, -564, 0
-293, -564, 0
-275, -564, 0
-256, -564, 0
-237, -564, 0
-218, -564, 0
-199, -564, 0
-181, -564, 0
-162, -564, 0
-143, -564, 0
-124, -564, 0
-105, -564, 1
-87, -564, 1
-68, -564, 1
-49, -564, 1
-30, -564, 1
-11, -564, 1
7, -564, 1
26, -564, 1
45, -564, 1
50, -564, 1
650, -444, 1
-636, -444, 1
-621, -444, 1
-606, -444, 1
-591, -444, 1
-577, -444, 1
-562, -444, 1
-547, -444, 1
-532, -444, 0
-517, -444, 0
-503, -444, 0
-488, -444, 0
-473, -444, 0
-458, -444, 0
-443, -444, 0
-429, -444, 0
-414, -444, 0
-399, -444, 0
-384, -444, 0
-369, -444, 0
-355, -444, 0
-340, -444, 0
-325, -444, 0
-310, -444, 0
-295, -444, 0
-281, -444, 0
-266, -444, 0
-251, -444, 0
-236, -444, 0
-221, -444, 0
-207, -444, 0
-192, -444, 0
-177, -444, 0
-162, -444, 0
-147, -444, 0
-133, -444, 1
-118, -444, 1
-103, -444, 1
-88, -444, 1
-73, -444, 1
-59, -444, 1
-44, -444, 1
-29, -444, 1
-14, -444, 1
1, -444, 1
15, -444, 1
30, -444, 1
45, -444, 1
50, -444, 1
650, -485, 1
-634, -485, 1
-618, -485, 1
-602, -485, 1
-586, -485, 1
-570, -485, 1
-554, -485, 1
-537, -485, 0
-521, -485, 0
-505, -485, 0
-489, -485, 0
-473, -485, 0
-457, -485, 0
-440, -485, 0
-424, -485, 0
-408, -485, 0
-392, -485, 0
-376, -485, 0
-360, -485, 0
-343, -485, 0
-327, -485, 0
-311, -485, 0
-295, -485, 0
-279, -485, 0
-263, -485, 0
-246, -485, 0
-230, -485, 0
-214, -485, 0
-198, -485, 0
-182, -485, 0
-166, -485, 1
-149, -485, 1
-133, -485, 1
-117, -485, 1
-101, -485, 1
-85, -485, 1
-69, -485, 1
-52, -485, 1
-36, -485, 1
-20, -485, 1
-4, -485, 1
12, -485, 1
28, -485, 1
45, -485, 1
50, -485, 1
650, -692, 1
-627, -692, 1
-604, -692, 1
-581, -692, 1
-558, -692, 1
-535, -692, 1
-512, -692, 0
-489, -692, 0
-466, -692, 0
-443, -692, 0
-420, -692, 0
-397, -692, 0
-374, -692, 0
-351, -692, 0
-328, -692, 0
-304, -692, 0
-281, -692, 0
-258, -692, 0
-235, -692, 0
-212, -692, 0
-189, -692, 0
-166, -692, 1
-143, -692, 1
-120, -692, 1
-97, -692, 1
-74, -692, 1
-51, -692, 1
-28, -692, 1
-5, -692, 1
18, -692, 1
42, -692, 1
50, -692, 1
650, -352, 1
-639, -352, 1
-627, -352, 1
-615, -352, 1
-604, -352, 1
-592, -352, 1
-580, -352, 1
-568, -352, 1
-557, -352, 0
-545, -352, 0
-533, -352, 0
-521, -352, 0
-510, -352, 0
-498, -352, 0
-486, -352, 0
-474, -352, 0
-463, -352, 0
-451, -352, 0
-439, -352, 0
-428, -352, 0
-416, -352, 0
-404, -352, 0
-392, -352, 0
-381, -352, 0
-369, -352, 0
-357, -352, 0
-345, -352, 0
-334, -352, 0
-322, -352, 0
-310, -352, 0
-298, -352, 0
-287, -352, 0
-275, -352, 0
-263, -352, 0
-252, -352, 0
-240, -352, 0
-228, -352, 0
-216, -352, 0
-205, -352, 0
-193, -352, 0
-181, -352, 0
-169, -352, 0
-158, -352, 0
-146, -352, 0
-134, -352, 0
-122, -352, 0
-111, -352, 1
-99, -352, 1
-87, -352, 1
-76, -352, 1
-64, -352, 1
-52, -352, 1
-40, -352, 1
-29, -352, 1
-17, -352, 1
-5, -352, 1
7, -352, 1
18, -352, 1
30, -352, 1
42, -352, 1
50, -352, 1
650, -431, 1
-636, -431, 1
-622, -431, 1
-607, -431, 1
-593, -431, 1
-579, -431, 1
-564, -431, 0
-550, -431, 0
-536, -431, 0
-521, -431, 0
-507, -431, 0
-492, -431, 0
-478, -431, 0
-464, -431, 0
-449, -431, 0
-435, -431, 0
-421, -431, 0
-406, -431, 0
-392, -431, 0
-378, -431, 0
-363, -431, 0
-349, -431, 0
-334, -431, 0
-320, -431, 0
-306, -431, 0
-291, -431, 0
-277, -431, 0
-263, -431, 0
-248, -431, 0
-234, -431, 0
-219, -431, 0
-205, -431, 0
-191, -431, 0
-176, -431, 0
-162, -431, 1
-148, -431, 1
-133, -431, 1
-119, -431, 1
-105, -431, 1
-90, -431, 1
-76, -431, 1
-61, -431, 1
-47, -431, 1
-33, -431, 1
-18, -431, 1
-4, -431, 1
10, -431, 1
25, -431, 1
39, -431, 1
50, -431, 1
650, -699, 1
-627, -699, 1
-604, -699, 1
-581, -699, 1
-557, -699, 1
-534, -699, 0
-511, -699, 0
-487, -699, 0
-464, -699, 0
-441, -699, 0
-418, -699, 0
-394, -699, 0
-371, -699, 0
-348, -699, 0
-324, -699, 0
-301, -699, 0
-278, -699, 0
-254, -699, 0
-231, -699, 0
-208, -699, 0
-185, -699, 0
-161, -699, 0
-138, -699, 1
-115, -699, 1
-91, -699, 1
-68, -699, 1
-45, -699, 1
-21, -699, 1
2, -699, 1
25, -699, 1
48, -699, 1
50, -699, 1
650, -670, 1
-628, -670, 1
-606, -670, 1
-583, -670, 1
-561, -670, 1
-539, -670, 1
-516, -670, 1
-494, -670, 1
-472, -670, 0
-449, -670, 0
-427, -670, 0
-405, -670, 0
-382, -670, 0
-360, -670, 0
-338, -670, 0
-315, -670, 0
-293, -670, 0
-271, -670, 0
-248, -670, 0
-226, -670, 0
-204, -670, 0
-181, -670, 0
-159, -670, 1
-137, -670, 1
-114, -670, 1
-92, -670, 1
-70, -670, 1
-47, -670, 1
-25, -670, 1
-3, -670, 1
20, -670, 1
42, -670, 1
50, -670, 1
650, -480, 1
-634, -480, 1
-618, -480, 1
-602, -480, 1
-586, -480, 1
-570, -480, 1
-554, -480, 1
-538, -480, 1
-522, -480, 0
-506, -480, 0
-490, -480, 0
-474, -480, 0
-458, -480, 0
-442, -480, 0
-426, -480, 0
-410, -480, 0
-394, -480, 0
-378, -480, 0
-362, -480, 0
-346, -480, 0
-330, -480, 0
-314, -480, 0
-298, -480, 0
-282, -480, 0
-266, -480, 0
-250, -480, 0
-234, -480, 0
-218, -480, 0
-202, -480, 0
-186, -480, 0
-170, -480, 0
-154, -480, 1
-138, -480, 1
-122, -480, 1
-106, -480, 1
-90, -480, 1
-74, -480, 1
-58, -480, 1
-42, -480, 1
-26, -480, 1
-10, -480, 1
6, -480, 1
22, -480, 1
38, -480, 1
50, -480, 1
650, -436, 1
-636, -436, 1
-621, -436, 1
-607, -436, 1
-592, -436, 1
-578, -436, 1
-563, -436, 1
-549, -436, 0
-534, -436, 0
-520, -436, 0
-505, -436, 0
-491, -436, 0
-476, -436, 0
-462, -436, 0
-447, -436, 0
-433, -436, 0
-418, -436, 0
-403, -436, 0
-389, -436, 0
-374, -436, 0
-360, -436, 0
-345, -436, 0
-331, -436, 0
-316, -436, 0
-302, -436, 0
-287, -436, 0
-273, -436, 0
-258, -436, 0
-244, -436, 0
-229, -436, 0
-214, -436, 0
-200, -436, 0
-185, -436, 0
-171, -436, 0
-156, -436, 0
-142, -436, 0
-127, -436, 0
-113, -436, 1
-98, -436, 1
-84, -436, 1
-69, -436, 1
-55, -436, 1
-40, -436, 1
-26, -436, 1
-11, -436, 1
4, -436, 1
18, -436, 1
33, -436, 1
47, -436, 1
50, -436, 1
650, -468, 1
-635, -468, 1
-619, -468, 1
-604, -468, 1
-588, -468, 1
-572, -468, 1
-557, -468, 1
-541, -468, 0
-526, -468, 0
-510, -468, 0
-494, -468, 0
-479, -468, 0
-463, -468, 0
-448, -468, 0
-432, -468, 0
-416, -468, 0
-401, -468, 0
-385, -468, 0
-370, -468, 0
-354, -468, 0
-338, -468, 0
-323, -468, 0
-307, -468, 0
-292, -468, 0
-276, -468, 0
-260, -468, 0
-245, -468, 0
-229, -468, 0
-214, -468, 0
-198, -468, 0
-182, -468, 0
-167, -468, 0
-151, -468, 1
-136, -468, 1
-120, -468, 1
-104, -468, 1
-89, -468, 1
-73, -468, 1
-58, -468, 1
-42, -468, 1
-26, -468, 1
-11, -468, 1
5, -468, 1
20, -468, 1
36, -468, 1
50, -468, 1
650, -744, 1
-626, -744, 1
-601, -744, 1
-576, -744, 1
-551, -744, 1
-527, -744, 1
-502, -744, 1
-477, -744, 0
-452, -744, 0
-427, -744, 0
-403, -744, 0
-378, -744, 0
-353, -744, 0
-328, -744, 0
-303, -744, 0
-279, -744, 0
-254, -744, 0
-229, -744, 0
-204, -744, 0
-179, -744, 0
-155, -744, 0
-130, -744, 1
-105, -744, 1
-80, -744, 1
-55, -744, 1
-31, -744, 1
-6, -744, 1
19, -744, 1
44, -744, 1
50, -744, 1
650, -722, 1
-626, -722, 1
-602, -722, 1
-578, -722, 1
-554, -722, 1
-530, -722, 1
-506, -722, 1
-482, -722, 1
-458, -722, 0
-434, -722, 0
-410, -722, 0
-386, -722, 0
-362, -722, 0
-338, -722, 0
-314, -722, 0
-289, -722, 0
-265, -722, 0
-241, -722, 0
-217, -722, 0
-193, -722, 0
-169, -722, 0
-145, -722, 1
-121, -722, 1
-97, -722, 1
-73, -722, 1
-49, -722, 1
-25, -722, 1
-1, -722, 1
23, -722, 1
47, -722, 1
50, -722, 1
650, -660, 1
-628, -660, 1
-606, -660, 1
-584, -660, 1
-562, -660, 1
-540, -660, 1
-518, -660, 1
-496, -660, 1
-474, -660, 0
-452, -660, 0
-430, -660, 0
-408, -660, 0
-386, -660, 0
-364, -660, 0
-342, -660, 0
-320, -660, 0
-298, -660, 0
-276, -660, 0
-254, -660, 0
-232, -660, 0
-210, -660, 0
-188, -660, 1
-166, -660, 1
-144, -660, 1
-122, -660, 1
-100, -660, 1
-78, -660, 1
-56, -660, 1
-34, -660, 1
-12, -660, 1
10, -660, 1
32, -660, 1
50, -660, 1
650, -632, 1
-629, -632, 1
-608, -632, 1
-587, -632, 1
-566, -632, 1
-545, -632, 1
-524, -632, 1
-503, -632, 0
-482, -632, 0
-461, -632, 0
-440, -632, 0
-419, -632, 0
-398, -632, 0
-377, -632, 0
-356, -632, 0
-334, -632, 0
-313, -632, 0
-292, -632, 0
-271, -632, 0
-250, -632, 0
-229, -632, 0
-208, -632, 0
-187, -632, 0
-166, -632, 0
-145, -632, 0
-124, -632, 1
-103, -632, 1
-82, -632, 1
-61, -632, 1
-40, -632, 1
-18, -632, 1
3, -632, 1
24, -632, 1
45, -632, 1
50, -632, 1
650, -680, 1
-628, -680, 1
-605, -680, 1
-583, -680, 1
-560, -680, 1
-537, -680, 1
-515, -680, 1
-492, -680, 1
-469, -680, 0
-447, -680, 0
-424, -680, 0
-401, -680, 0
-379, -680, 0
-356, -680, 0
-333, -680, 0
-311, -680, 0
-288, -680, 0
-265, -680, 0
-243, -680, 0
-220, -680, 0
-197, -680, 0
-175, -680, 1
-152, -680, 1
-129, -680, 1
-107, -680, 1
-84, -680, 1
-61, -680, 1
-39, -680, 1
-16, -680, 1
7, -680, 1
29, -680, 1
50, -680, 1
650, -578, 1
-631, -578, 1
-612, -578, 1
-593, -578, 1
-573, -578, 1
-554, -578, 1
-535, -578, 1
-516, -578, 1
-496, -578, 0
-477, -578, 0
-458, -578, 0
-439, -578, 0
-419, -578, 0
-400, -578, 0
-381, -578, 0
-362, -578, 0
-342, -578, 0
-323, -578, 0
-304, -578, 0
-284, -578, 0
-265, -578, 0
-246, -578, 0
-227, -578, 0
-207, -578, 0
-188, -578, 0
-169, -578, 0
-150, -578, 0
-130, -578, 0
-111, -578, 1
-92, -578, 1
-73, -578, 1
-53, -578, 1
-34, -578, 1
-15, -578, 1
5, -578, 1
24, -578, 1
43, -578, 1
50, -578, 1
650, -480, 1
-634, -480, 1
-618, -480, 1
-602, -480, 1
-586, -480, 1
-570, -480, 1
-554, -480, 1
-538, -480, 1
-522, -480, 0
-506, -480, 0
-490, -480, 0
-474, -480, 0
-458, -480, 0
-442, -480, 0
-426, -480, 0
-410, -480, 0
-394, -480, 0
-378, -480, 0
-362, -480, 0
-346, -480, 0
-330, -480, 0
-314, -480, 0
-298, -480, 0
-282, -480, 0
-266, -480, 0
-250, -480, 0
-234, -480, 0
-218, -480, 0
-202, -480, 0
-186, -480, 0
-170, -480, 0
-154, -480, 0
-138, -480, 1
-122, -480, 1
-106, -480, 1
-90, -480, 1
-74, -480, 1
-58, -480, 1
-42, -480, 1
-26, -480, 1
-10, -480, 1
6, -480, 1
22, -480, 1
38, -480, 1
50, -480, 1
650, -431, 1
-636, -431, 1
-622, -431, 1
-607, -431, 1
-593, -431, 1
-579, -431, 1
-564, -431, 1
-550, -431, 0
-536, -431, 0
-521, -431, 0
-507, -431, 0
-492, -431, 0
-478, -431, 0
-464, -431, 0
-449, -431, 0
-435, -431, 0
-421, -431, 0
-406, -431, 0
-392, -431, 0
-378, -431, 0
-363, -431, 0